No,Name,NickName,GENDER,ELEMENT,POSITION,ROLE,AGE_GROUP,SCHOOL_YEAR,TEAM,OBTAIN,IE1,IE2,IE3,GO1,GO2,GO3,ARS,ORI,VIC,KICK,CONTROL,TECHNIQUE,PRESSURE,PHYSICAL,AGILITY,INTELLIGENCE,SHOT,FOCUS(AT),FOCUS(DF),SCRAMBLE(AT),SCRAMBLE(DF),SHOT_BLOCK,KEEPER_POWER
134,初鳥 伴三,初鳥,男,林,MF,選手,中学生,二年生,戦国伊賀島中,個人技よりも　集団行動が得意でチームワークを保つキーマン。,○,○,○,×,×,×,×,×,○,97,104,102,84,85,78,93,201,197,195,178,177,169,735
135,霧隠 才次,霧隠,男,火,FW,選手,中学生,二年生,戦国伊賀島中/ネオジャパン,忍者として非常に優秀なのだが　ときどき試合中であることを忘れ　手を使ってしまう。,○,○,○,×,○,○,×,×,○,114,108,98,81,78,78,86,222,194,184,164,167,159,708
136,鉢屋 也三郎,鉢屋,男,風,FW,選手,中学生,二年生,戦国伊賀島中,昔は暴れ者だったが　サッカーを通じて真面目なサッカー忍者になった。,○,○,○,×,×,×,×,×,○,110,104,95,77,75,75,83,214,187,178,158,160,152,679
137,加藤 段,加藤,男,山,DF,選手,中学生,二年生,戦国伊賀島中,飛び抜けたジャンプ力を持っているが高く跳びすぎて逆にミスが多い。,○,○,○,×,×,×,×,×,○,79,83,84,91,95,81,104,162,187,188,199,195,186,791
138,出浦 清盛,出浦,男,林,MF,選手,中学生,三年生,戦国伊賀島中,実力もあるが人に教えるのもうまく息の合ったチームプレイが得意。,○,○,○,×,×,×,×,×,○,93,101,98,81,82,75,90,194,191,188,172,171,163,708
139,滝川 一馬,滝川,男,風,MF,選手,中学生,一年生,戦国伊賀島中,スパイ活動に優れており試合よりも　その前に活躍する。,○,○,○,×,×,×,×,×,○,93,101,98,81,82,75,90,194,191,188,172,171,163,708
140,城戸 弥門,城戸,男,風,GK,選手,中学生,二年生,戦国伊賀島中,相手をマークするのがうまく相手が音を上げるまでつけ回す。,○,○,○,×,×,×,×,×,○,79,86,81,88,95,101,86,165,172,167,181,174,183,865
141,伊賀島 仙一,伊賀島,男,火,MF,監督,老人,-,戦国伊賀島中,忍者の末裔であり　現役の忍者。秘伝の忍術で選手を鍛える。,○,×,×,×,×,×,×,×,○,93,101,98,81,82,75,90,194,191,188,172,171,163,708
142,綾野 勇一,綾野,男,火,GK,選手,中学生,二年生,千羽山中,漬物にうるさくて　食事の時に漬物がないとたちまちフキゲンに。,○,○,○,×,×,×,×,×,○,83,90,84,95,99,101,90,173,180,174,189,185,194,891
143,炭野 詠輔,炭野,男,山,DF,選手,中学生,一年生,千羽山中,おばあさんの強い希望で今でも石炭で風呂を沸かしたりするらしい。,○,○,○,×,×,×,×,×,○,76,79,77,95,99,81,110,155,189,187,209,205,194,811
144,芹沢 和憲,芹沢,男,林,DF,選手,中学生,二年生,千羽山中,かばんを使わずいつも風呂敷で学校に通っている変わり者。,○,○,○,×,×,×,×,×,○,76,79,77,95,99,81,110,155,189,187,209,205,194,811
145,牧谷 寛,牧谷,男,山,DF,選手,中学生,二年生,千羽山中/ネオジャパン,農家の息子で　朝早くからニワトリや牛の世話をしているらしい。,○,○,○,×,×,×,×,×,○,79,83,84,91,95,81,104,162,187,188,199,195,186,791
146,塩谷 ヒロ,塩谷,男,火,DF,選手,中学生,三年生,千羽山中,携帯電話どころか　いまだに家は黒電話だが不自由はないという。,○,○,○,×,×,×,×,×,○,76,79,77,95,99,81,110,155,189,187,209,205,194,811
147,山根 羊,山根,男,山,MF,選手,中学生,三年生,千羽山中,飼っているヤギのミルクを毎朝飲んで丈夫な体を手に入れた。,○,○,○,×,×,×,×,×,○,90,104,105,77,75,75,93,194,197,198,168,170,152,679
148,育井 庄児,育井,男,林,MF,選手,中学生,二年生,千羽山中,両親に代わって５人の兄弟の世話をしていたお兄さん。,○,○,○,×,×,×,×,×,○,90,104,105,77,75,75,93,194,197,198,168,170,152,679
149,大鯉 昇,大鯉,男,火,MF,選手,中学生,二年生,千羽山中,毎朝　近くにある滝に打たれて精神力を鍛えている。,○,○,○,×,×,×,×,×,○,90,104,105,77,75,75,93,194,197,198,168,170,152,679
150,原野 徹,原野,男,山,MF,選手,中学生,二年生,千羽山中,野鳥を捕まえては焼き鳥にして食べている野生児。,○,○,○,×,×,×,×,×,○,90,104,105,77,75,75,93,194,197,198,168,170,152,679
151,根上 大地,大地,男,風,MF,選手,中学生,一年生,千羽山中,土の上を歩くのが大好き。いつもハダシで走り回っている。,○,○,○,×,×,×,×,×,○,90,104,105,77,75,75,93,194,197,198,168,170,152,679
152,田主丸 茂樹,田主丸,男,林,FW,選手,中学生,一年生,千羽山中,山奥から　ありえないほどの道のりを歩いて通学しているらしい。,○,○,○,×,×,×,×,×,○,110,104,95,77,75,75,83,214,187,178,158,160,152,679
153,草生 久志,草生,男,山,GK,選手,中学生,三年生,千羽山中,グラウンドの草むしりが好きだという無邪気な変わり者。,○,○,○,×,×,×,×,×,○,79,86,81,88,95,101,86,165,172,167,181,174,183,865
154,米山 植人,米山,男,山,DF,選手,中学生,三年生,千羽山中,いまだに手作りの米にこだわっていて家族みんなで手作業をしている。,○,○,○,×,×,×,×,×,○,76,79,77,95,99,81,110,155,189,187,209,205,194,811
155,犬飼 茂樹,犬飼,男,風,DF,選手,中学生,二年生,千羽山中,犬と会話できると言い張りよく村で犬を追いかけ回している。,○,○,○,×,×,×,×,×,○,76,79,77,95,99,81,110,155,189,187,209,205,194,811
156,福井 咲平,福井,男,林,DF,選手,中学生,二年生,千羽山中,一家そろって長生きでひいおばあさんも　まだまだ元気。,○,○,○,×,×,×,×,×,○,79,83,84,91,95,81,104,162,187,188,199,195,186,791
157,富士 地洋,富士,男,風,DF,選手,中学生,一年生,千羽山中,生き物を観察するのが大好き。自然を求めて山に引っ越した。,○,○,○,×,×,×,×,×,○,76,79,77,95,99,81,110,155,189,187,209,205,194,811
158,新野 亀吉,新野,男,風,MF,監督,大人,-,千羽山中,小柄だが　大きな心でいつも穏やかに戦況を見守る。,○,×,×,×,×,×,×,×,○,90,104,105,77,75,75,93,194,197,198,168,170,152,679
159,軟山 弱,軟山,男,火,GK,選手,中学生,三年生,木戸川清修中,気が弱そうな顔をしているけどボールを見つけると顔つきが変わる。,○,○,○,×,×,×,×,×,○,79,86,81,88,95,101,86,165,172,167,181,174,183,865
160,西垣 守,西垣,男,火,DF,選手,中学生,二年生,木戸川清修中,一之瀬たちのアメリカ時代の仲間。ヘアスタイルにはこだわりが。,○,○,○,×,×,×,×,×,○,79,83,81,98,102,85,114,162,197,195,216,212,200,842
161,女川 映日,女川,男,林,DF,選手,中学生,一年生,木戸川清修中,ファッションの流行に敏感で着ている服のブランドが頻繁に変わる。,○,○,○,×,×,×,×,×,○,79,83,81,98,102,85,114,162,197,195,216,212,200,842
162,光宗 団,光宗,男,林,DF,選手,中学生,二年生,木戸川清修中,寝ることが何よりも幸せで幸せすぎて　いつもチコクしている。,○,○,○,×,×,×,×,×,○,76,79,77,95,99,81,110,155,189,187,209,205,194,811
163,黒部 立樹,黒部,男,山,DF,選手,中学生,二年生,木戸川清修中,あまりにどっしりと構えているのでみんなに壁と間違えられている。,○,○,○,×,×,×,×,×,○,76,79,77,95,99,81,110,155,189,187,209,205,194,811
164,跳山 段,跳山,男,風,MF,選手,中学生,二年生,木戸川清修中,小さい体だが　並外れたジャンプ力を持ち空中で軽々とボールを操る。,○,○,○,×,×,×,×,×,○,90,104,105,77,75,75,93,194,197,198,168,170,152,679
165,屋形 直人,屋形,男,林,MF,選手,中学生,一年生,木戸川清修中,屋根の上で昼寝をするのが大好きだが寝返りでよく落っこちている。,○,○,○,×,×,×,×,×,○,93,108,109,81,78,78,97,201,205,206,175,178,159,708
166,茂木 沙樹都,茂木,男,林,MF,選手,中学生,二年生,木戸川清修中,目立ったスキルがあるわけではないが仲間のアシストは　センス抜群。,○,○,○,×,×,×,×,×,○,90,104,105,77,75,75,93,194,197,198,168,170,152,679
167,武方 勝,勝,男,火,FW,選手,中学生,二年生,木戸川清修中,武方３兄弟の長男で　木戸川キャプテン。他の誰よりも　勝利にこだわりを持つ。,○,○,○,×,×,○,×,×,○,114,108,98,81,78,78,86,222,194,184,164,167,159,708
168,武方 友,友,男,風,FW,選手,中学生,二年生,木戸川清修中,武方３兄弟の次男で　人当たりの良い性格。チームメイトの悩みを聞く相談役でもある。,○,○,○,×,×,○,×,×,○,114,108,98,81,78,78,86,222,194,184,164,167,159,708
169,武方 努,努,男,山,FW,選手,中学生,二年生,木戸川清修中/ネオジャパン,武方３兄弟の三男で　２人の兄に憧れを抱き人一倍　トレーニングに励むようになった。,○,○,○,×,×,○,×,×,○,114,108,98,81,78,78,86,222,194,184,164,167,159,708
170,段堂 正憲,段堂,男,林,GK,選手,中学生,二年生,木戸川清修中,足腰を鍛えるため　住んでいるマンションを階段で行き来している。,○,○,○,×,×,×,×,×,○,79,86,81,88,95,101,86,165,172,167,181,174,183,865
171,深沢 念司,深沢,男,山,MF,選手,中学生,二年生,木戸川清修中,３年前に負けた試合をいまだに反省している律儀な選手。,○,○,○,×,×,×,×,×,○,90,104,105,77,75,75,93,194,197,198,168,170,152,679
172,守野 優一,守野,男,林,MF,選手,中学生,一年生,木戸川清修中,昔は苦手だったサッカーをおじいさんのお守りで上達させた。,○,○,○,×,×,×,×,×,○,90,104,105,77,75,75,93,194,197,198,168,170,152,679
173,中井 陽介,中井,男,山,DF,選手,中学生,三年生,木戸川清修中,ぐずぐずした性格だが女の子に頼まれると実力を発揮する。,○,○,○,×,×,×,×,×,○,76,79,77,95,99,81,110,155,189,187,209,205,194,811
174,石井 清気,石井,男,風,DF,選手,中学生,二年生,木戸川清修中,元サッカー選手だった父が残したメモで毎日練習している。,○,○,○,×,×,×,×,×,○,79,83,84,91,95,81,104,162,187,188,199,195,186,791
175,二階堂 修吾,二階堂,男,風,DF,監督,大人,-,木戸川清修中,無精ひげが似合う　木戸川清修の監督。選手を信頼し　慕われている。,○,×,×,×,×,×,×,×,○,79,83,84,91,95,81,104,162,187,188,199,195,186,791
176,歩星 呑一,ポセイドン,男,山,GK,選手,中学生,三年生,世宇子中,どれだけ攻撃してもゴールを守る姿から『海神』と呼ばれている。,○,○,○,○,○,○,×,×,○,83,90,84,91,99,104,90,173,180,174,189,181,190,895
177,阿保露 光,アポロン,男,林,DF,選手,中学生,二年生,世宇子中,普段は明るく　爽やかな性格なのだが勝負に勝つためとあらば冷酷さを見せる。,○,○,○,○,○,○,×,×,○,83,86,88,95,99,85,107,169,193,195,206,202,194,827
178,部灰 炎,ヘパイス,男,火,DF,選手,中学生,三年生,世宇子中,大事な試合中でも　テンションが上がると自分のプレイに酔いしれてしまうという。,○,○,○,○,○,○,×,×,○,83,86,88,95,99,85,107,169,193,195,206,202,194,827
179,荒須 乱,アレス,男,山,DF,選手,中学生,二年生,世宇子中,一見して穏やかに見えるが　試合では相手が動けなくなるまでチャージする。,○,○,○,○,○,○,×,×,○,83,86,88,95,99,85,107,169,193,195,206,202,194,827
180,手魚 激,ディオ,男,風,DF,選手,中学生,一年生,世宇子中,火山の噴火のように　激しいプレイが得意。雄叫びを上げて相手を威圧する。,○,○,○,○,○,○,×,×,○,83,86,88,95,99,85,107,169,193,195,206,202,194,827
181,在手 実弓,アルテミス,男,風,MF,選手,中学生,二年生,世宇子中,弓で射た矢のごとく　狙い通りのパスや鋭いシュートを放つ世宇子のスイーパー。,○,○,○,○,○,○,×,×,○,97,104,102,84,85,78,93,201,197,195,178,177,169,735
182,経目 須商,ヘルメス,男,林,MF,選手,中学生,二年生,世宇子中,おちゃらけているようで　実はかなり博識。計算高く立ち回る　油断ならない選手。,○,○,○,○,○,○,×,×,○,97,104,102,84,85,78,93,201,197,195,178,177,169,735
183,明天名 智,アテナ,男,林,MF,選手,中学生,一年生,世宇子中,世宇子中の頭脳と呼ばれるプレイヤー。彼が考案する戦略は　まさに神の知恵だ。,○,○,○,○,○,○,×,×,○,97,104,102,84,85,78,93,201,197,195,178,177,169,735
184,出右手 豊,デメテル,男,火,FW,選手,中学生,二年生,世宇子中/ネオジャパン,ピッチの細かな地形を正確に把握し地面を味方につけたようなプレイをする。,○,○,○,○,○,○,×,×,○,114,108,98,81,78,78,86,222,194,184,164,167,159,708
185,亜風炉 照美,アフロディ,男,林,MF,選手,中学生,二年生,世宇子中/ファイアードラゴン,芸術的なプレイで敵をも魅了する。その姿は神のように美しい。,○,○,○,○,○,○,×,×,○,104,112,109,91,92,85,100,216,212,209,192,191,183,798
186,平良 貞,ヘラ,男,火,MF,選手,中学生,三年生,世宇子中/ネオジャパン,嫉妬深い性格で　自分より優れた選手や目立つプレイをしたヤツを絶対に許さない。,○,○,○,○,○,○,×,×,○,97,104,102,84,85,78,93,201,197,195,178,177,169,735
187,位家 路主,イカロス,男,風,GK,選手,中学生,二年生,世宇子中,空中プレイが得意でその姿は　大空を羽ばたく鳥のよう。,○,○,○,×,×,×,×,×,○,79,86,81,88,95,101,86,165,172,167,181,174,183,865
188,安芸 玲須,アキレス,男,山,FW,選手,中学生,一年生,世宇子中,実力はあるが　足首を痛めやすくて控えに甘んじている。,○,○,○,×,×,×,×,×,○,104,101,91,81,78,75,90,205,191,181,168,171,159,696
189,経洛 玲州,ヘラクレス,男,火,DF,選手,中学生,二年生,世宇子中,力は強いけど乱暴者。でも　女の子には弱いんだ。,○,○,○,×,×,×,×,×,○,76,79,77,95,99,81,110,155,189,187,209,205,194,811
190,黒野 時夫,クロノス,男,林,DF,選手,中学生,二年生,世宇子中,時計を見なくても残り時間を正確に把握してプレイすることができる。,○,○,○,×,×,×,×,×,○,76,79,77,95,99,81,110,155,189,187,209,205,194,811
191,目戸 宇左,メドゥーサ,男,山,MF,選手,中学生,三年生,世宇子中,鋭い眼力によって相手は石になったかのように固まってしまう。,○,○,○,×,×,×,×,×,○,90,104,105,77,75,75,93,194,197,198,168,170,152,679
192,宗像 大翔,大翔,男,風,GK,選手,小学生,-,稲妻ＫＦＣ,テレビゲームをするのが　とにかく大好き。サッカーのルールもゲームで覚えた。,○,○,○,×,×,×,×,×,○,79,86,81,88,95,101,86,165,172,167,181,174,183,865
193,英山 海人,海人,男,風,DF,選手,小学生,-,稲妻ＫＦＣ,乱暴者だったがサッカーを通じて仲間思いに。同じチームのまこに　いつもどやされている。,○,○,○,×,×,×,×,×,○,76,79,77,95,99,81,110,155,189,187,209,205,194,811
